3,10,1417.43,525.25,76.12,110.37,0.348,56,1
4,1,0.03,254.60,139.58,649.51,0.886,1,1
4,2,263.48,459.09,95.20,246.61,0.705,1,1
4,3,1300.99,460.08,61.23,199.13,0.597,1,1
4,4,112.29,504.15,88.16,243.92,0.540,1,1
4,5,1266.21,526.24,42.94,132.08,0.366,1,1
4,6,1687.97,389.53,183.71,342.39,0.764,1,1
4,8,1876.49,366.62,42.99,219.85,0.550,1,1
4,10,1417.62,525.54,75.78,110.14,0.346,56,1
5,1,0.05,242.08,151.24,661.76,0.891,1,1
5,2,262.82,458.54,95.76,247.57,0.725,1,1
5,3,1301.61,461.84,60.10,198.03,0.556,1,1
5,4,111.32,504.82,88.77,243.69,0.517,1,1
5,5,1270.52,533.66,41.18,128.13,0.408,1,1
5,6,1688.82,389.31,185.81,344.46,0.711,1,1
5,8,1875.87,358.53,43.60,228.04,0.556,1,1
5,10,1417.72,525.47,75.64,110.13,0.352,56,1
6,1,0.00,234.97,152.69,668.95,0.895,1,1
6,2,267.48,457.24,90.64,248.20,0.685,1,1
6,3,1302.07,460.28,68.12,200.70,0.471,1,1
6,4,110.80,505.75,88.66,242.85,0.563,1,1
6,5,1274.90,537.91,38.79,126.25,0.347,1,1
6,6,1688.58,389.58,159.62,344.43,0.566,1,1
6,8,1874.89,357.07,44.61,230.72,0.578,1,1
6,10,1417.99,525.54,75.35,110.13,0.338,56,1
6,14,1759.78,461.38,98.26,122.54,0.431,26,1
6,15,1341.49,494.58,41.20,141.95,0.380,1,1
7,1,0.02,229.22,158.96,674.48,0.897,1,1
7,2,276.78,457.58,81.30,245.53,0.640,1,1
7,3,1303.01,457.15,76.46,205.61,0.453,1,1
7,4,113.65,505.29,86.71,243.49,0.588,1,1
7,6,1691.51,389.87,153.02,344.19,0.635,1,1
7,8,1873.69,356.19,45.87,232.08,0.595,1,1
7,10,1417.94,525.36,75.35,110.25,0.345,56,1
7,14,1761.64,466.58,93.31,121.84,0.416,26,1
8,1,0.06,224.49,162.49,679.02,0.905,1,1
8,2,285.12,456.81,73.06,244.66,0.613,1,1
8,3,1308.14,462.40,76.38,195.85,0.538,1,1
8,4,114.55,505.72,84.02,242.85,0.556,1,1
8,6,1690.68,390.78,154.82,347.54,0.661,1,1
8,8,1871.26,355.65,48.29,234.63,0.625,1,1
8,10,1417.79,525.47,75.41,110.11,0.340,56,1
8,14,1765.96,469.59,89.14,121.92,0.472,26,1
8,21,1762.61,471.80,90.10,119.71,0.440,24,1
8,15,1341.39,481.52,45.07,165.04,0.409,1,1
9,1,0.04,225.43,166.43,677.62,0.898,1,1
9,2,289.77,457.58,69.32,241.92,0.587,1,1
9,3,1307.80,459.46,79.02,198.49,0.597,1,1
9,4,115.85,503.78,79.78,244.49,0.572,1,1
9,6,1688.42,392.52,154.79,350.06,0.757,1,1
9,8,1869.16,358.20,50.34,235.16,0.660,1,1
9,10,1417.40,525.55,75.74,110.05,0.358,56,1
9,14,1768.36,468.55,82.04,126.70,0.339,26,1
9,21,1765.52,467.26,83.10,132.60,0.302,24,1
9,15,1344.06,480.05,43.31,167.12,0.316,1,1
10,1,0.00,227.21,172.54,676.96,0.888,1,1
10,2,290.59,457.89,69.35,240.66,0.536,1,1
10,3,1307.09,456.87,80.86,203.65,0.524,1,1
10,4,116.59,503.38,77.32,244.56,0.574,1,1
10,6,1685.65,391.50,148.43,352.23,0.769,1,1
10,8,1866.18,358.71,53.33,238.33,0.683,1,1
10,10,1417.44,525.45,75.70,109.86,0.331,56,1
10,15,1331.80,471.20,55.42,183.32,0.524,1,1
10,23,1883.38,364.13,35.82,236.67,0.364,1,1
11,1,0.04,226.28,179.26,678.73,0.891,1,1
11,2,295.44,460.66,67.23,238.22,0.529,1,1
11,3,1305.34,454.20,83.60,207.34,0.551,1,1
11,4,115.35,498.72,78.34,249.04,0.538,1,1
11,6,1683.50,389.91,152.13,354.54,0.779,1,1
11,8,1864.38,357.41,55.15,250.49,0.676,1,1
11,10,1417.32,525.13,75.90,110.03,0.309,56,1
11,15,1329.72,464.26,58.09,194.24,0.351,1,1
12,1,0.03,229.72,188.15,692.91,0.895,1,1
12,2,292.06,462.49,72.89,236.75,0.538,1,1
12,3,1302.84,454.01,86.75,208.34,0.519,1,1
12,4,114.19,492.48,78.49,255.11,0.646,1,1
12,6,1680.49,383.18,159.40,361.17,0.814,1,1
12,8,1861.46,356.16,58.12,273.26,0.668,1,1
12,10,1417.55,525.26,75.79,109.81,0.323,56,1
12,23,1884.60,353.02,34.42,276.39,0.382,1,1
13,1,0.02,233.00,192.99,694.35,0.896,1,1
13,2,299.06,465.83,71.17,235.57,0.533,1,1
13,3,1310.44,460.79,80.38,201.07,0.501,1,1
13,4,114.20,487.27,78.51,260.44,0.583,1,1
13,6,1680.19,381.82,158.82,363.31,0.822,1,1
13,8,1859.70,354.25,59.86,291.16,0.671,1,1
13,10,1417.42,525.03,75.72,109.98,0.347,56,1
13,23,1882.01,351.24,37.05,291.07,0.378,1,1
14,1,0.00,233.67,196.82,690.64,0.897,1,1
14,2,298.82,467.10,76.97,234.69,0.527,1,1
14,3,1316.50,460.52,77.10,200.54,0.511,1,1
14,4,107.89,485.73,86.45,264.28,0.492,1,1
14,6,1678.69,380.48,160.03,364.19,0.782,1,1
14,8,1859.92,350.73,59.62,315.77,0.642,1,1
14,10,1417.35,524.61,75.66,110.21,0.320,56,1
14,26,1808.14,442.49,54.20,170.91,0.439,1,1
14,5,1290.51,541.72,43.88,120.20,0.425,1,1
15,1,0.00,233.57,201.01,686.93,0.890,1,1
15,2,300.58,466.30,81.35,234.53,0.617,1,1
15,3,1319.80,462.36,74.83,199.70,0.562,1,1
15,6,1676.44,378.84,141.00,365.03,0.696,1,1
15,8,1859.83,348.03,59.76,327.46,0.611,1,1
15,10,1416.86,523.94,76.02,110.90,0.308,56,1
15,26,1809.36,443.35,55.26,172.29,0.490,1,1
15,27,1295.03,459.49,52.47,202.81,0.398,1,1
15,5,1291.77,541.79,45.19,121.99,0.366,1,1
15,23,1881.05,336.15,38.10,339.39,0.341,1,1
16,1,0.00,233.10,205.74,681.50,0.902,1,1
16,2,302.46,464.87,85.32,235.70,0.617,1,1
16,3,1341.56,468.57,60.12,190.32,0.399,1,1
16,6,1673.70,378.91,121.33,363.67,0.637,1,1
16,8,1859.22,344.69,60.34,337.91,0.658,1,1
16,10,1416.57,524.06,76.17,110.81,0.300,56,1
16,26,1810.93,443.45,54.12,171.04,0.447,1,1
16,27,1295.61,459.53,50.26,202.36,0.412,1,1
16,5,1292.97,542.62,44.01,121.63,0.410,1,1
16,15,1321.31,462.68,66.57,198.85,0.512,1,1
16,4,116.19,485.21,78.23,261.90,0.331,1,1
17,1,0.00,231.75,213.47,680.00,0.913,1,1
17,2,311.54,481.86,83.11,220.98,0.459,1,1
17,3,1334.32,468.01,67.60,192.90,0.504,1,1
17,6,1667.54,377.90,114.59,366.49,0.731,1,1
17,8,1858.95,341.08,60.57,381.01,0.708,1,1
17,26,1810.34,442.39,57.87,174.47,0.500,1,1
17,5,1294.20,542.43,42.94,122.33,0.514,1,1
17,15,1322.57,464.91,56.53,195.10,0.440,1,1
17,7,1741.79,393.49,89.13,346.00,0.518,1,1
18,1,0.04,230.39,222.49,677.96,0.933,1,1
18,2,310.55,477.16,89.78,226.77,0.593,1,1
18,3,1332.18,466.54,70.56,194.01,0.433,1,1
18,6,1661.69,375.39,122.54,372.19,0.722,1,1
18,8,1858.95,340.35,60.50,397.26,0.732,1,1
18,26,1811.12,444.23,57.03,173.24,0.585,1,1
18,5,1295.14,543.48,43.29,120.75,0.458,1,1
18,15,1322.66,465.74,54.80,193.90,0.437,1,1
18,30,1355.37,482.34,56.82,170.91,0.428,1,1
18,7,1741.02,392.84,82.42,348.31,0.423,1,1
18,27,1296.39,460.30,48.23,201.65,0.344,1,1
19,1,0.00,233.86,232.82,671.90,0.943,1,1
19,2,306.82,469.21,96.94,235.17,0.632,1,1
19,3,1331.20,464.94,71.70,196.83,0.526,1,1
19,6,1655.95,375.09,122.52,375.88,0.749,1,1
19,8,1858.98,337.21,60.47,405.49,0.771,1,1
19,26,1810.26,444.91,57.02,175.65,0.575,1,1
19,5,1296.60,542.96,43.86,121.59,0.478,1,1
19,15,1324.57,464.89,55.19,195.10,0.366,1,1
19,30,1354.91,479.39,58.98,173.68,0.397,1,1
19,7,1738.66,396.49,82.52,346.01,0.365,1,1
19,27,1296.93,474.35,48.53,190.03,0.355,1,1
20,1,0.00,235.54,239.80,669.49,0.945,1,1
20,2,305.85,469.66,99.54,235.16,0.673,1,1
20,3,1329.48,463.13,71.46,199.37,0.505,1,1
20,6,1653.45,375.62,120.86,377.24,0.749,1,1
20,8,1857.74,333.65,61.69,418.58,0.763,1,1
20,26,1809.55,442.98,59.66,176.70,0.588,1,1
20,5,1298.22,543.49,42.57,121.25,0.494,1,1
20,30,1359.29,477.25,56.01,176.20,0.385,1,1
20,7,1738.66,395.28,83.42,348.77,0.322,1,1
20,27,1298.14,477.64,46.95,187.84,0.343,1,1
21,1,0.03,237.47,246.90,668.06,0.943,1,1
21,2,305.19,466.76,100.92,238.14,0.680,1,1
21,3,1328.92,461.55,71.21,200.48,0.535,1,1
21,6,1651.65,376.34,124.35,376.49,0.748,1,1
21,8,1856.60,336.93,62.79,420.24,0.759,1,1
21,26,1807.04,443.52,59.77,176.78,0.522,1,1
21,5,1299.48,542.29,42.23,121.65,0.479,1,1
21,30,1360.88,473.81,54.73,179.93,0.324,1,1
22,1,0.01,239.98,263.65,664.79,0.918,1,1
22,2,305.23,464.20,101.01,240.49,0.696,1,1
22,3,1329.80,460.87,70.18,200.83,0.641,1,1
22,6,1648.43,378.61,131.39,376.37,0.765,1,1
22,8,1854.42,337.43,64.99,425.33,0.753,1,1
22,26,1806.77,443.62,57.03,175.41,0.527,1,1
22,5,1301.72,542.09,41.47,121.90,0.496,1,1
22,30,1345.45,467.56,69.05,187.70,0.356,1,1
23,1,0.01,241.33,284.46,662.33,0.930,1,1
23,2,306.00,462.18,100.53,242.30,0.713,1,1
23,3,1330.29,460.83,70.47,202.23,0.641,1,1
23,6,1645.01,380.27,133.67,376.37,0.740,1,1
23,8,1848.52,337.03,70.90,427.79,0.797,1,1
23,26,1808.05,443.37,54.95,173.93,0.479,1,1
23,5,1303.08,541.22,41.52,122.07,0.473,1,1
23,30,1343.57,465.92,69.98,189.96,0.340,1,1
24,1,0.00,238.84,309.27,665.01,0.916,1,1
24,2,308.32,460.89,99.45,243.76,0.751,1,1
24,3,1329.83,460.57,71.69,203.49,0.648,1,1
24,6,1641.38,380.57,133.36,378.84,0.719,1,1
24,8,1839.00,336.28,80.44,430.33,0.833,1,1
24,26,1809.37,441.62,55.40,173.94,0.355,1,1
24,5,1304.08,541.87,40.86,121.37,0.473,1,1
24,30,1349.01,466.98,63.86,188.99,0.309,1,1
25,1,0.00,237.34,327.25,666.92,0.918,1,1
25,2,312.72,455.85,96.43,248.60,0.733,1,1
25,3,1328.80,460.42,74.04,204.26,0.642,1,1
25,6,1637.26,382.18,129.61,378.56,0.752,1,1
25,8,1832.99,330.76,86.46,437.85,0.849,1,1
25,5,1304.75,542.41,40.31,119.93,0.364,1,1
25,30,1349.41,466.06,63.57,191.21,0.337,1,1
25,7,1721.16,401.37,103.01,344.75,0.592,1,1
26,1,0.00,236.98,339.52,666.35,0.920,1,1
26,2,315.02,452.77,96.53,251.71,0.761,1,1
26,3,1328.19,460.45,75.73,205.08,0.610,1,1
26,6,1634.44,381.67,138.49,379.64,0.728,1,1
26,8,1831.44,326.47,88.01,443.56,0.861,1,1
26,30,1346.94,465.64,66.46,193.32,0.370,1,1
26,7,1711.25,390.95,110.27,357.26,0.323,1,1
27,1,0.01,236.27,367.57,667.00,0.921,1,1
27,2,318.86,459.28,94.67,245.84,0.658,1,1
27,3,1329.71,460.52,74.34,204.99,0.622,1,1
27,6,1633.04,382.14,126.40,380.59,0.706,1,1
27,8,1826.74,321.01,92.66,450.78,0.858,1,1
27,30,1346.16,466.07,67.60,194.73,0.311,1,1
27,7,1702.91,386.90,115.82,363.48,0.407,1,1
27,32,1745.20,474.78,77.31,122.62,0.484,26,1
27,33,1726.02,450.54,95.74,151.14,0.419,26,1
27,5,1307.62,546.16,45.83,122.95,0.442,1,1
28,1,0.00,234.16,393.67,668.21,0.931,1,1
28,2,321.59,486.97,92.38,218.52,0.683,1,1
28,3,1330.75,460.76,72.69,204.66,0.577,1,1
28,6,1632.70,382.95,117.14,380.51,0.743,1,1
28,8,1826.10,319.77,93.31,453.02,0.865,1,1
28,7,1703.54,389.55,108.14,361.11,0.355,1,1
28,5,1308.36,545.96,47.71,124.67,0.515,1,1
29,1,0.00,231.29,406.89,670.55,0.923,1,1
29,2,327.11,493.85,89.77,211.55,0.539,1,1
29,3,1331.10,461.06,72.68,204.35,0.615,1,1
29,6,1631.11,379.15,121.33,383.89,0.759,1,1
29,8,1821.70,314.91,97.70,458.61,0.876,1,1
29,5,1308.96,545.55,47.52,125.24,0.488,1,1
29,34,1374.35,484.96,43.96,158.84,0.365,1,1
29,32,1740.46,476.49,72.59,115.18,0.352,26,1
29,33,1725.50,452.60,86.54,142.45,0.353,26,1
30,1,0.03,230.15,420.76,670.76,0.933,1,1
30,2,326.56,500.95,93.04,205.25,0.471,1,1
30,3,1331.45,461.70,72.97,202.70,0.610,1,1
30,6,1628.50,377.10,122.45,386.30,0.736,1,1
30,8,1820.68,313.08,98.74,460.50,0.881,1,1
30,5,1309.59,544.80,47.17,125.52,0.518,1,1
30,34,1374.08,485.38,43.10,159.34,0.364,1,1
30,33,1726.17,464.69,86.58,127.41,0.335,26,1
30,7,1705.58,386.88,102.11,362.31,0.365,1,1
31,1,0.13,229.77,428.19,670.56,0.931,1,1
31,3,1326.43,465.19,77.29,200.10,0.541,1,1
31,6,1625.82,375.39,130.94,387.41,0.773,1,1
31,8,1817.09,311.30,102.35,462.45,0.880,1,1
31,5,1310.24,544.53,48.64,125.49,0.520,1,1
31,34,1373.27,485.80,43.66,161.21,0.438,1,1
31,33,1724.54,460.67,85.74,127.76,0.399,26,1
31,7,1706.62,391.37,96.69,361.01,0.422,1,1
31,30,1344.06,474.02,65.20,187.56,0.314,1,1
32,1,0.29,234.14,434.65,665.43,0.876,1,1
32,3,1325.84,468.54,79.33,197.01,0.446,1,1
32,6,1624.20,373.43,145.23,388.77,0.785,1,1
32,8,1810.39,309.16,108.97,465.10,0.880,1,1
32,5,1310.89,543.13,49.82,126.17,0.570,1,1
32,34,1372.20,484.80,45.56,167.78,0.478,1,1
32,33,1723.58,468.95,83.49,117.74,0.340,26,1
32,30,1343.09,477.23,69.09,185.73,0.398,1,1
33,1,0.51,244.24,435.93,655.57,0.904,1,1
33,6,1621.30,371.89,151.70,391.47,0.817,1,1
33,8,1804.80,308.87,114.39,466.27,0.886,1,1
33,5,1312.58,539.40,52.16,128.94,0.589,1,1
33,34,1372.32,483.69,46.78,172.09,0.498,1,1
33,33,1714.96,443.10,90.11,143.91,0.414,26,1
33,30,1336.96,470.03,76.27,193.92,0.502,1,1
34,1,1.07,248.20,453.91,653.20,0.905,1,1
34,6,1622.27,371.25,156.06,394.32,0.781,1,1
34,8,1798.38,307.90,120.66,468.22,0.894,1,1
34,5,1314.01,538.81,52.31,129.44,0.592,1,1
34,34,1372.42,480.01,47.53,179.75,0.394,1,1
34,33,1712.46,442.13,91.24,144.51,0.339,26,1
34,30,1335.37,466.85,78.78,197.49,0.604,1,1
35,1,0.81,255.33,468.57,646.97,0.925,1,1
35,6,1622.34,371.75,152.70,396.84,0.798,1,1
35,8,1793.73,306.98,125.29,468.67,0.902,1,1
35,5,1315.23,538.51,51.09,130.12,0.608,1,1
35,34,1372.42,478.31,48.32,182.87,0.405,1,1
35,33,1712.25,444.63,89.85,142.93,0.383,26,1
35,30,1335.57,466.04,79.53,198.52,0.588,1,1
36,1,0.97,255.98,475.74,646.44,0.923,1,1
36,6,1623.17,371.96,152.05,398.87,0.750,1,1
36,8,1791.04,306.32,128.02,470.05,0.905,1,1
36,5,1315.95,538.11,50.19,130.31,0.619,1,1
36,34,1373.83,477.59,47.52,183.78,0.401,1,1
36,33,1711.56,450.19,87.92,137.79,0.520,26,1
36,30,1336.86,466.47,78.93,197.96,0.570,1,1
37,1,3.40,257.24,477.98,645.17,0.903,1,1
37,6,1623.75,371.70,145.37,401.06,0.773,1,1
37,8,1787.81,305.86,131.30,471.01,0.913,1,1
37,5,1317.60,538.68,49.82,129.78,0.607,1,1
37,34,1375.66,477.14,46.48,183.92,0.329,1,1
37,33,1709.75,448.97,88.79,142.51,0.366,26,1
37,30,1337.56,466.62,77.80,197.95,0.575,1,1
38,1,22.74,258.09,462.76,643.19,0.902,1,1
38,6,1623.80,372.38,140.54,403.50,0.758,1,1
38,8,1784.90,305.87,134.27,474.32,0.922,1,1
38,5,1318.68,539.21,49.24,129.13,0.602,1,1
38,34,1374.80,476.17,46.83,184.75,0.414,1,1
38,33,1709.22,445.59,89.69,148.10,0.389,26,1
38,30,1338.65,466.51,76.73,198.01,0.592,1,1
38,4,117.48,505.75,72.45,233.75,0.444,1,1
39,1,63.59,259.62,423.50,642.39,0.915,1,1
39,6,1623.01,372.53,132.27,405.31,0.789,1,1
39,8,1782.52,306.41,136.58,475.60,0.924,1,1
39,5,1319.12,539.67,48.42,128.88,0.643,1,1
39,34,1375.15,475.80,46.53,184.68,0.410,1,1
39,33,1709.49,443.05,89.83,154.91,0.502,26,1
39,30,1340.24,466.84,74.13,197.67,0.602,1,1
39,4,113.02,504.76,76.68,238.19,0.380,1,1
40,1,98.55,264.23,390.40,636.30,0.905,1,1
40,6,1622.36,372.45,128.62,407.36,0.793,1,1
40,8,1780.71,307.37,138.42,475.66,0.921,1,1
40,5,1319.52,540.21,48.07,128.24,0.634,1,1
40,34,1374.29,475.59,48.25,184.54,0.421,1,1
40,33,1706.57,443.01,92.38,158.22,0.450,26,1
40,30,1340.63,468.34,71.95,195.57,0.579,1,1
40,4,108.21,491.67,83.81,252.37,0.392,1,1
41,1,125.71,263.71,377.87,635.52,0.890,1,1
41,6,1619.33,372.22,128.18,408.97,0.813,1,1
41,8,1779.73,308.17,139.36,475.83,0.913,1,1
41,5,1319.96,540.07,47.66,128.03,0.650,1,1
41,34,1372.64,475.25,50.46,184.61,0.393,1,1
41,33,1703.36,441.72,94.79,160.81,0.524,26,1
41,30,1341.17,468.83,70.63,194.60,0.606,1,1
41,4,110.52,475.71,88.00,268.98,0.549,1,1
42,1,184.44,262.49,322.15,631.83,0.875,1,1
42,6,1617.75,370.59,132.18,411.87,0.785,1,1
42,8,1779.26,308.53,139.92,475.55,0.918,1,1
42,5,1320.27,539.15,47.06,128.41,0.632,1,1
42,34,1371.84,475.03,52.04,184.34,0.318,1,1
42,33,1704.60,442.00,93.47,161.19,0.523,26,1
42,30,1341.64,468.99,69.61,194.19,0.625,1,1
42,4,110.57,490.50,83.76,254.36,0.430,1,1
43,1,229.78,264.02,295.25,624.52,0.897,1,1
43,6,1614.36,369.20,135.44,412.70,0.789,1,1
43,8,1778.58,308.72,140.68,480.88,0.915,1,1
43,5,1320.56,539.42,47.35,127.97,0.632,1,1
43,33,1705.95,444.24,90.95,161.13,0.556,26,1
43,30,1341.95,469.06,68.31,194.06,0.621,1,1
43,4,111.08,497.14,81.43,248.27,0.498,1,1
44,1,278.29,264.17,255.30,614.96,0.878,1,1
44,6,1611.61,367.60,135.60,414.00,0.773,1,1
44,8,1777.83,308.36,141.51,487.88,0.921,1,1
44,5,1321.00,539.05,47.36,128.11,0.631,1,1
44,33,1708.90,448.12,85.15,153.15,0.494,26,1
44,30,1341.90,469.06,66.54,194.28,0.632,1,1
44,4,111.21,506.88,79.14,239.41,0.571,1,1
45,1,309.93,258.14,225.94,612.58,0.849,1,1
45,6,1608.07,366.20,158.21,415.13,0.783,1,1
45,8,1777.76,305.42,141.56,495.46,0.926,1,1
45,5,1321.17,539.13,47.15,128.05,0.626,1,1
45,33,1708.91,447.39,85.55,149.36,0.431,26,1
45,30,1342.30,469.14,64.89,194.34,0.612,1,1
45,4,110.94,509.70,79.13,235.87,0.516,1,1
45,34,1377.46,476.24,48.18,181.87,0.301,1,1
46,1,324.32,258.06,217.97,610.70,0.843,1,1
46,6,1600.96,364.49,171.34,416.55,0.772,1,1
46,8,1778.40,303.03,140.76,499.09,0.924,1,1
46,5,1321.17,539.65,47.03,127.38,0.612,1,1
46,33,1701.22,444.64,90.71,156.02,0.436,26,1
46,30,1342.73,469.12,63.50,194.60,0.603,1,1
46,4,111.04,508.50,80.33,236.76,0.486,1,1
46,34,1379.16,476.86,46.68,180.71,0.304,1,1
47,1,357.24,255.48,200.00,608.97,0.853,1,1
47,6,1593.04,361.71,181.32,419.45,0.772,1,1
47,8,1779.09,298.85,139.96,503.62,0.919,1,1
47,5,1321.12,540.22,46.88,126.54,0.576,1,1
47,33,1700.77,447.06,92.42,154.72,0.491,26,1
47,30,1343.06,468.96,63.35,194.84,0.609,1,1
47,4,111.04,502.16,80.48,243.30,0.499,1,1
47,39,244.12,459.88,63.78,112.30,0.462,1,1
48,1,378.67,259.89,209.72,603.83,0.897,1,1
48,6,1586.92,360.05,182.72,421.41,0.783,1,1
48,8,1779.93,295.25,139.08,505.73,0.916,1,1
48,5,1321.00,540.20,46.95,126.49,0.590,1,1
48,33,1692.52,440.03,99.79,163.58,0.502,26,1
48,30,1343.28,468.87,63.14,194.92,0.616,1,1
48,4,114.11,513.08,78.24,232.06,0.574,1,1
48,39,244.81,459.78,61.58,112.34,0.494,1,1
49,1,386.62,265.75,253.54,594.38,0.900,1,1
49,6,1577.16,355.53,176.26,427.19,0.813,1,1
49,8,1779.57,291.82,139.35,507.12,0.922,1,1
49,5,1320.82,539.95,47.05,126.66,0.606,1,1
49,33,1692.46,432.63,102.90,172.74,0.321,26,1
49,30,1343.36,468.87,62.72,194.89,0.597,1,1
49,4,112.65,514.40,79.03,231.40,0.582,1,1
49,39,245.58,459.79,58.97,113.04,0.447,1,1
50,1,389.48,267.89,283.91,590.41,0.895,1,1
50,6,1572.58,355.48,174.98,428.88,0.802,1,1
50,8,1779.51,288.67,139.46,510.39,0.918,1,1
50,5,1320.90,539.94,47.05,126.57,0.606,1,1
50,33,1680.31,433.67,109.19,174.34,0.500,26,1
50,30,1343.21,468.98,62.97,194.90,0.608,1,1
50,4,108.38,501.05,82.42,245.32,0.549,1,1
50,39,245.59,459.68,57.66,113.19,0.459,1,1
50,2,344.70,443.25,90.11,259.17,0.691,1,1
51,1,389.73,270.72,312.35,586.31,0.895,1,1
51,6,1569.50,357.38,172.11,428.96,0.794,1,1
51,8,1778.69,286.83,140.30,513.41,0.920,1,1
51,5,1320.87,540.00,47.15,126.48,0.606,1,1
51,33,1670.63,432.07,116.16,176.63,0.333,26,1
51,30,1343.08,469.05,62.74,194.85,0.611,1,1
51,4,112.33,489.53,79.69,257.36,0.589,1,1
51,39,244.66,460.11,58.38,113.85,0.448,1,1
51,2,358.41,442.78,89.24,256.47,0.616,1,1
52,1,392.15,278.05,332.92,577.75,0.926,1,1
52,6,1568.95,356.19,167.56,431.30,0.793,1,1
52,8,1777.65,285.17,141.32,515.40,0.912,1,1
52,5,1320.65,539.74,47.35,127.15,0.622,1,1
52,33,1665.20,436.48,112.71,175.59,0.431,26,1
52,30,1343.01,469.20,62.65,194.74,0.614,1,1
52,4,117.33,490.31,76.21,255.80,0.602,1,1
52,39,244.72,461.46,56.78,113.17,0.415,1,1
52,2,370.96,438.06,95.99,264.38,0.617,1,1
53,1,394.31,281.46,340.56,573.79,0.920,1,1
53,6,1568.51,357.50,171.30,430.53,0.802,1,1
53,8,1775.77,284.46,143.25,518.87,0.902,1,1
53,5,1320.73,539.88,47.26,126.74,0.615,1,1
53,33,1667.06,439.79,99.62,173.77,0.332,26,1
53,30,1342.98,469.34,62.86,194.42,0.612,1,1
53,4,119.25,513.90,73.27,232.02,0.554,1,1
53,39,244.60,461.87,55.90,113.65,0.397,1,1
53,2,370.37,441.24,105.14,261.50,0.488,1,1
54,1,401.99,280.58,336.59,574.74,0.917,1,1
54,6,1569.80,360.46,163.85,429.67,0.769,1,1
54,8,1773.50,283.92,145.55,521.07,0.897,1,1
54,5,1320.78,540.11,46.97,126.37,0.595,1,1
54,30,1343.00,469.53,63.17,194.14,0.609,1,1
54,4,118.88,513.03,74.43,232.32,0.496,1,1
54,39,244.17,462.62,55.45,112.97,0.362,1,1
54,2,374.21,444.34,103.42,259.62,0.556,1,1
54,32,1678.74,462.60,76.43,152.13,0.401,26,1
55,1,415.70,278.38,323.88,576.21,0.903,1,1
55,6,1569.52,361.41,167.41,431.62,0.726,1,1
55,8,1771.37,283.47,147.71,524.79,0.888,1,1
55,5,1320.70,540.14,46.62,126.15,0.602,1,1
55,30,1343.03,469.62,63.08,193.94,0.609,1,1
55,4,119.27,513.65,73.79,231.51,0.474,1,1
55,39,243.56,463.55,54.56,111.35,0.426,1,1
55,2,374.50,447.15,106.30,258.36,0.771,1,1
55,32,1674.57,460.43,78.53,156.58,0.422,26,1
56,1,437.82,274.91,301.48,577.71,0.870,1,1
56,6,1565.02,363.88,168.50,434.01,0.742,1,1
56,8,1768.36,283.84,150.91,523.76,0.887,1,1
56,5,1320.67,539.32,45.90,127.17,0.601,1,1
56,30,1343.14,469.81,63.10,193.64,0.608,1,1
56,4,119.10,523.00,72.65,220.43,0.488,1,1
56,39,244.42,463.89,53.08,110.16,0.456,1,1
56,2,373.28,449.12,109.54,257.25,0.780,1,1
56,33,1664.38,449.24,94.99,166.50,0.394,26,1
57,1,474.35,262.43,263.96,585.17,0.868,1,1
